command	profile	checkpoint	source	heading	reason	observed_words	repeat_classification	authority	dynamic	charged
TOTAL	/tfw-handoff:revise	before=6366	after=6274	reduction=1.4%
lifecycle:status-write	before	pre-write shared rule	.tfw/conventions.md	Task control files	write location and template route	259	once	shared rule	False	True
lifecycle:status-write	before	pre-write lifecycle rule	.tfw/conventions.md	Task Statuses	state meaning and legal transition	1042	repeated	shared rule	False	True
lifecycle:status-write	before	write gate	.tfw/templates/status.md	*	complete form, bounds, and readers	1024	once	template	False	True
lifecycle:status-write	before	write target	<selected status or journal path>	@dynamic	task/phase-local durable effect	0	once	task-local	True	False
lifecycle:status-write	after	pre-write shared rule	.tfw/conventions.md	Task control files	write location and template route	167	once	shared rule	False	True
lifecycle:status-write	after	pre-write lifecycle rule	.tfw/conventions.md	Task Statuses	state meaning and legal transition	1042	repeated	shared rule	False	True
lifecycle:status-write	after	write gate	.tfw/templates/status.md	*	complete form, bounds, and readers	416	once	template	False	True
lifecycle:status-write	after	write target	<selected status or journal path>	@dynamic	task/phase-local durable effect	0	once	task-local	True	False
TOTAL	lifecycle:status-write	before=2325	after=1625	reduction=30.1%
lifecycle:journal-write	before	pre-write shared rule	.tfw/conventions.md	Task control files	write location and template route	259	once	shared rule	False	True
lifecycle:journal-write	before	pre-write lifecycle rule	.tfw/conventions.md	Task Statuses	state meaning and legal transition	1042	repeated	shared rule	False	True
lifecycle:journal-write	before	write gate	.tfw/templates/journal/event.md	*	complete form, bounds, and readers	1027	once	template	False	True
lifecycle:journal-write	before	write target	<selected status or journal path>	@dynamic	task/phase-local durable effect	0	once	task-local	True	False
lifecycle:journal-write	after	pre-write shared rule	.tfw/conventions.md	Task control files	write location and template route	167	once	shared rule	False	True
lifecycle:journal-write	after	pre-write lifecycle rule	.tfw/conventions.md	Task Statuses	state meaning and legal transition	1042	repeated	shared rule	False	True
lifecycle:journal-write	after	write gate	.tfw/templates/journal/event.md	*	complete form, bounds, and readers	339	once	template	False	True
lifecycle:journal-write	after	write target	<selected status or journal path>	@dynamic	task/phase-local durable effect	0	once	task-local	True	False
TOTAL	lifecycle:journal-write	before=2328	after=1548	reduction=33.5%
lifecycle:knowledge-close	before	root bootstrap	AGENTS.md	*	active root instructions and command route	363	once	root	False	True
lifecycle:knowledge-close	before	command dispatch	.agents/skills/tfw-docs/SKILL.md	*	selected command contract	149	once	adapter	False	True
lifecycle:knowledge-close	before	skill contract	AGENTS.md	*	skill-mandated context	363	repeated	adapter	False	True
lifecycle:knowledge-close	before	skill contract	.tfw/conventions.md	*	skill-mandated context	9361	once	adapter	False	True
lifecycle:knowledge-close	before	skill contract	.tfw/glossary.md	*	skill-mandated context	2355	once	adapter	False	True
lifecycle:knowledge-close	before	skill contract	KNOWLEDGE.md	*	skill-mandated context	14154	once	adapter	False	True
lifecycle:knowledge-close	before	canonical dispatch	.tfw/workflows/docs.md	*	canonical command algorithm	438	once	workflow	False	True
lifecycle:knowledge-close	before	legacy prerequisites	KNOWLEDGE.md	*	documentation preload	14154	repeated	workflow	False	True
lifecycle:knowledge-close	before	selection	<selected status, journal, REVIEW, and RF>	@dynamic	live verdict and documentation changes	0	once	task-local/governing artifacts	True	False
lifecycle:knowledge-close	before	convention trigger	<named conventions heading>	@dynamic	checklist item 4 only	0	once	shared rule	True	False
lifecycle:knowledge-close	before	root bootstrap	AGENTS.md	*	active root instructions and command route	363	repeated	root	False	True
lifecycle:knowledge-close	before	command dispatch	.agents/skills/tfw-knowledge/SKILL.md	*	selected command contract	162	once	adapter	False	True
lifecycle:knowledge-close	before	skill contract	AGENTS.md	*	skill-mandated context	363	repeated	adapter	False	True
lifecycle:knowledge-close	before	skill contract	.tfw/conventions.md	*	skill-mandated context	9361	repeated	adapter	False	True
lifecycle:knowledge-close	before	skill contract	.tfw/glossary.md	*	skill-mandated context	2355	repeated	adapter	False	True
lifecycle:knowledge-close	before	skill contract	.tfw/project_config.yaml	*	skill-mandated context	540	once	adapter	False	True
lifecycle:knowledge-close	before	skill contract	.tfw/knowledge_state.yaml	*	skill-mandated context	197	once	adapter	False	True
lifecycle:knowledge-close	before	skill contract	KNOWLEDGE.md	*	skill-mandated context	14154	repeated	adapter	False	True
lifecycle:knowledge-close	before	canonical dispatch	.tfw/workflows/knowledge.md	*	canonical command algorithm	1021	once	workflow	False	True
lifecycle:knowledge-close	before	workflow read contract	.tfw/project_config.yaml	@yaml-knowledge	limits, gate mode, processed digest state	28	repeated	project config/state	False	True
lifecycle:knowledge-close	before	workflow read contract	.tfw/knowledge_state.yaml	*	limits, gate mode, processed digest state	197	repeated	project config/state	False	True
lifecycle:knowledge-close	before	workflow read contract	.tfw/conventions.md	Fact Categories	category and file ownership	174	repeated	shared rule	False	True
lifecycle:knowledge-close	before	workflow read contract	.tfw/conventions.md	Knowledge Infrastructure	category and file ownership	77	repeated	shared rule	False	True
lifecycle:knowledge-close	before	workflow read contract	KNOWLEDGE.md	Project Facts	existing facts, counts, and output form	205	repeated	project knowledge/template	False	True
lifecycle:knowledge-close	before	workflow read contract	knowledge/constraint.md	*	existing facts, counts, and output form	855	once	project knowledge/template	False	True
lifecycle:knowledge-close	before	workflow read contract	knowledge/context.md	*	existing facts, counts, and output form	175	once	project knowledge/template	False	True
lifecycle:knowledge-close	before	workflow read contract	knowledge/convention.md	*	existing facts, counts, and output form	1247	once	project knowledge/template	False	True
lifecycle:knowledge-close	before	workflow read contract	knowledge/domain.md	*	existing facts, counts, and output form	301	once	project knowledge/template	False	True
lifecycle:knowledge-close	before	workflow read contract	knowledge/environment.md	*	existing facts, counts, and output form	450	once	project knowledge/template	False	True
lifecycle:knowledge-close	before	workflow read contract	knowledge/philosophy.md	*	existing facts, counts, and output form	3134	once	project knowledge/template	False	True
lifecycle:knowledge-close	before	workflow read contract	knowledge/process.md	*	existing facts, counts, and output form	4108	once	project knowledge/template	False	True
lifecycle:knowledge-close	before	workflow read contract	knowledge/risk.md	*	existing facts, counts, and output form	383	once	project knowledge/template	False	True
lifecycle:knowledge-close	before	workflow read contract	knowledge/stakeholder.md	*	existing facts, counts, and output form	1234	once	project knowledge/template	False	True
lifecycle:knowledge-close	before	workflow read contract	.tfw/templates/knowledge/topic.md	*	existing facts, counts, and output form	53	once	project knowledge/template	False	True
lifecycle:knowledge-close	before	pending batch	<pending task knowledge headings>	@dynamic	candidate and insight inputs	0	once	task artifacts	True	False
lifecycle:knowledge-close	before	human input	<approved conversation facts>	@dynamic	human-only knowledge	0	once	user	True	False
lifecycle:knowledge-close	before	pre-write shared rule	.tfw/conventions.md	Task control files	write location and template route	259	repeated	shared rule	False	True
lifecycle:knowledge-close	before	pre-write lifecycle rule	.tfw/conventions.md	Task Statuses	state meaning and legal transition	1042	repeated	shared rule	False	True
lifecycle:knowledge-close	before	write gate	.tfw/templates/status.md	*	complete form, bounds, and readers	1024	once	template	False	True
lifecycle:knowledge-close	before	write target	<selected status or journal path>	@dynamic	task/phase-local durable effect	0	once	task-local	True	False
lifecycle:knowledge-close	before	pre-write shared rule	.tfw/conventions.md	Task control files	write location and template route	259	repeated	shared rule	False	True
lifecycle:knowledge-close	before	pre-write lifecycle rule	.tfw/conventions.md	Task Statuses	state meaning and legal transition	1042	repeated	shared rule	False	True
lifecycle:knowledge-close	before	write gate	.tfw/templates/journal/event.md	*	complete form, bounds, and readers	1027	once	template	False	True
lifecycle:knowledge-close	before	write target	<selected status or journal path>	@dynamic	task/phase-local durable effect	0	repeated	task-local	True	False
lifecycle:knowledge-close	after	root bootstrap	AGENTS.md	*	active root instructions and command route	363	once	root	False	True
lifecycle:knowledge-close	after	command dispatch	.agents/skills/tfw-docs/SKILL.md	*	selected command contract	123	once	adapter	False	True
lifecycle:knowledge-close	after	canonical dispatch	.tfw/workflows/docs.md	*	canonical command algorithm	443	once	workflow	False	True
lifecycle:knowledge-close	after	workflow read contract	KNOWLEDGE.md	Architecture Map	current documentation and exact write destinations	8686	once	project documentation	False	True
lifecycle:knowledge-close	after	workflow read contract	KNOWLEDGE.md	Key Artifacts	current documentation and exact write destinations	2340	repeated	project documentation	False	True
lifecycle:knowledge-close	after	workflow read contract	KNOWLEDGE.md	Legacy & Deprecation	current documentation and exact write destinations	2892	repeated	project documentation	False	True
lifecycle:knowledge-close	after	selection	<selected status, journal, REVIEW, and RF>	@dynamic	live verdict and documentation changes	0	once	task-local/governing artifacts	True	False
lifecycle:knowledge-close	after	convention trigger	<named conventions heading>	@dynamic	checklist item 4 only	0	once	shared rule	True	False
lifecycle:knowledge-close	after	root bootstrap	AGENTS.md	*	active root instructions and command route	363	repeated	root	False	True
lifecycle:knowledge-close	after	command dispatch	.agents/skills/tfw-knowledge/SKILL.md	*	selected command contract	143	once	adapter	False	True
lifecycle:knowledge-close	after	canonical dispatch	.tfw/workflows/knowledge.md	*	canonical command algorithm	1021	once	workflow	False	True
lifecycle:knowledge-close	after	workflow read contract	.tfw/project_config.yaml	@yaml-knowledge	limits, gate mode, processed digest state	28	once	project config/state	False	True
lifecycle:knowledge-close	after	workflow read contract	.tfw/knowledge_state.yaml	*	limits, gate mode, processed digest state	197	once	project config/state	False	True
lifecycle:knowledge-close	after	workflow read contract	.tfw/conventions.md	Fact Categories	category and file ownership	174	once	shared rule	False	True
lifecycle:knowledge-close	after	workflow read contract	.tfw/conventions.md	Knowledge Infrastructure	category and file ownership	77	repeated	shared rule	False	True
lifecycle:knowledge-close	after	workflow read contract	KNOWLEDGE.md	Project Facts	existing facts, counts, and output form	205	repeated	project knowledge/template	False	True
lifecycle:knowledge-close	after	workflow read contract	knowledge/constraint.md	*	existing facts, counts, and output form	855	once	project knowledge/template	False	True
lifecycle:knowledge-close	after	workflow read contract	knowledge/context.md	*	existing facts, counts, and output form	175	once	project knowledge/template	False	True
lifecycle:knowledge-close	after	workflow read contract	knowledge/convention.md	*	existing facts, counts, and output form	1247	once	project knowledge/template	False	True
lifecycle:knowledge-close	after	workflow read contract	knowledge/domain.md	*	existing facts, counts, and output form	301	once	project knowledge/template	False	True
lifecycle:knowledge-close	after	workflow read contract	knowledge/environment.md	*	existing facts, counts, and output form	450	once	project knowledge/template	False	True
lifecycle:knowledge-close	after	workflow read contract	knowledge/philosophy.md	*	existing facts, counts, and output form	3134	once	project knowledge/template	False	True
lifecycle:knowledge-close	after	workflow read contract	knowledge/process.md	*	existing facts, counts, and output form	4108	once	project knowledge/template	False	True
lifecycle:knowledge-close	after	workflow read contract	knowledge/risk.md	*	existing facts, counts, and output form	383	once	project knowledge/template	False	True
lifecycle:knowledge-close	after	workflow read contract	knowledge/stakeholder.md	*	existing facts, counts, and output form	1234	once	project knowledge/template	False	True
lifecycle:knowledge-close	after	workflow read contract	.tfw/templates/knowledge/topic.md	*	existing facts, counts, and output form	53	once	project knowledge/template	False	True
lifecycle:knowledge-close	after	pending batch	<pending task knowledge headings>	@dynamic	candidate and insight inputs	0	once	task artifacts	True	False
lifecycle:knowledge-close	after	human input	<approved conversation facts>	@dynamic	human-only knowledge	0	once	user	True	False
lifecycle:knowledge-close	after	pre-write shared rule	.tfw/conventions.md	Task control files	write location and template route	167	repeated	shared rule	False	True
lifecycle:knowledge-close	after	pre-write lifecycle rule	.tfw/conventions.md	Task Statuses	state meaning and legal transition	1042	repeated	shared rule	False	True
lifecycle:knowledge-close	after	write gate	.tfw/templates/status.md	*	complete form, bounds, and readers	416	once	template	False	True
lifecycle:knowledge-close	after	write target	<selected status or journal path>	@dynamic	task/phase-local durable effect	0	once	task-local	True	False
lifecycle:knowledge-close	after	pre-write shared rule	.tfw/conventions.md	Task control files	write location and template route	167	repeated	shared rule	False	True
lifecycle:knowledge-close	after	pre-write lifecycle rule	.tfw/conventions.md	Task Statuses	state meaning and legal transition	1042	repeated	shared rule	False	True
lifecycle:knowledge-close	after	write gate	.tfw/templates/journal/event.md	*	complete form, bounds, and readers	339	once	template	False	True
lifecycle:knowledge-close	after	write target	<selected status or journal path>	@dynamic	task/phase-local durable effect	0	repeated	task-local	True	False
TOTAL	lifecycle:knowledge-close	before=87127	after=32168	reduction=63.1%
TRAJECTORY	before=310485	after=112210	reduction=63.9%
ACTIVE_TFW_CORPUS	before=66436	after=32092	reduction=51.7%

RETURN ROUND 1 — 2026-09-04
COMMAND: python -X utf8 docs/scripts/test_runtime_context.py --audit
TOTAL	/tfw-plan	before=24730	after=24638	reduction=0.4%
TOTAL	/tfw-research:focused	before=6103	after=6103	reduction=0.0%
TOTAL	/tfw-research:deep	before=6168	after=6168	reduction=0.0%
TOTAL	/tfw-handoff	before=6366	after=6274	reduction=1.4%
TOTAL	/tfw-review	before=25182	after=25090	reduction=0.4%
TOTAL	/tfw-resume	before=27707	after=3264	reduction=88.2%
TOTAL	/tfw-docs	before=41337	after=14845	reduction=64.1%
TOTAL	/tfw-knowledge	before=41137	after=14148	reduction=65.6%
TOTAL	/tfw-release	before=67207	after=2265	reduction=96.6%
TOTAL	/tfw-update	before=41186	after=2350	reduction=94.3%
TOTAL	/tfw-config	before=15626	after=2423	reduction=84.5%
TOTAL	/tfw-init	before=7736	after=4638	reduction=40.0%
TOTAL	/tfw-handoff:revise	before=6366	after=6274	reduction=1.4%
TOTAL	lifecycle:status-write	before=2325	after=1625	reduction=30.1%
TOTAL	lifecycle:journal-write	before=2328	after=1548	reduction=33.5%
TOTAL	lifecycle:knowledge-close	before=87127	after=32166	reduction=63.1%
TRAJECTORY	before=310485	after=112206	reduction=63.9%
ACTIVE_TFW_CORPUS	before=66436	after=32088	reduction=51.7%
RESULT: PASS — role wording reduced Docs, Release, closure, trajectory, and corpus by four words; every frozen threshold still holds.
